Portfolio,Stock,Weight_Pct,Return_Pct,Sharpe_Ratio,Risk_Volatility_Pct,Risk_MaxDrawdown_Pct
Quality International 10,PBR-A,11.78,56.7,1.54,28.9,21.9
Quality International 10,PYPL,7.95,126.3,1.36,287.3,100.0
Quality International 10,HSBC,7.81,277.8,2.43,142.8,98.3
Quality International 10,NVDA,4.34,362.1,1.75,202.1,99.9
Quality International 10,GOOG,4.15,931.7,2.38,306.1,100.0
Quality International 10,INTC,3.42,282.3,2.06,99.5,51.4
Value All 10,ELET3,14.73,292.7,2.46,49.9,32.6
Value All 10,ELET6,13.47,266.1,2.07,60.8,37.3
Value All 10,PSSA3,11.23,235.4,2.72,49.6,36.7
Value All 10,UNIP6,10.6,315.8,2.34,73.5,42.2
Value All 10,PRIO3,10.58,263.2,2.83,110.8,59.4
Value All 10,TAEE11,9.96,136.8,2.27,36.1,22.1
Value All 10,ITUB4,9.95,170.1,2.79,36.4,20.0
Value All 10,UNIP3,8.14,366.9,2.24,79.2,34.8
Value All 10,GOOG,6.09,931.7,2.38,306.1,100.0
Value All 10,INTC,5.26,282.3,2.06,99.5,51.4
Value Brazilian 10,ELET3,16.43,292.7,2.46,49.9,32.6
Value Brazilian 10,ELET6,15.57,266.1,2.07,60.8,37.3
Value Brazilian 10,BRAP3,12.04,95.1,2.41,26.6,18.7
Value Brazilian 10,ENEV3,9.81,112.5,2.79,27.5,12.8
Value Brazilian 10,PSSA3,9.04,235.4,2.72,49.6,36.7
Value Brazilian 10,UNIP6,8.14,315.8,2.34,73.5,42.2
Value Brazilian 10,ITUB4,7.85,170.1,2.79,36.4,20.0
Value Brazilian 10,PRIO3,7.83,263.2,2.83,110.8,59.4
Value Brazilian 10,TAEE11,7.07,136.8,2.27,36.1,22.1
Value Brazilian 10,UNIP3,6.22,366.9,2.24,79.2,34.8
Value International 10,EBR,18.19,50.8,2.97,16.4,10.1
Value International 10,ELP,17.08,45.3,1.94,16.0,9.8
Value International 10,BAC,12.98,196.9,2.94,98.3,72.3
Value International 10,AXP,12.3,172.1,1.36,263.7,99.9
Value International 10,PBR-A,11.78,56.7,1.54,28.9,21.9
Value International 10,PYPL,7.95,126.3,1.36,287.3,100.0
Value International 10,HSBC,7.81,277.8,2.43,142.8,98.3
Value International 10,NVDA,4.34,362.1,1.75,202.1,99.9
Value International 10,GOOG,4.15,931.7,2.38,306.1,100.0
Value International 10,INTC,3.42,282.3,2.06,99.5,51.4
Growth All 10,ELET3,18.62,292.7,2.46,49.9,32.6
Growth All 10,ELET6,18.62,266.1,2.07,60.8,37.3
Growth All 10,PSSA3,10.67,235.4,2.72,49.6,36.7
Growth All 10,GOOG,10.26,931.7,2.38,306.1,100.0
Growth All 10,UNIP6,8.71,315.8,2.34,73.5,42.2
Growth All 10,HSBC,8.67,277.8,2.43,142.8,98.3
Growth All 10,PRIO3,8.37,263.2,2.83,110.8,59.4
Growth All 10,UNIP3,6.93,366.9,2.24,79.2,34.8
Growth All 10,NVDA,4.94,362.1,1.75,202.1,99.9
Growth All 10,INTC,4.2,282.3,2.06,99.5,51.4
Growth Brazilian 10,ELET3,16.6,292.7,2.46,49.9,32.6
Growth Brazilian 10,ELET6,15.6,266.1,2.07,60.8,37.3
Growth Brazilian 10,ENEV3,10.17,112.5,2.79,27.5,12.8
Growth Brazilian 10,PSSA3,9.51,235.4,2.72,49.6,36.7
Growth Brazilian 10,PRIO3,8.74,263.2,2.83,110.8,59.4
Growth Brazilian 10,UNIP6,8.67,315.8,2.34,73.5,42.2
Growth Brazilian 10,LEVE3,8.62,122.1,1.91,46.0,39.7
Growth Brazilian 10,ITUB4,8.17,170.1,2.79,36.4,20.0
Growth Brazilian 10,TAEE11,7.11,136.8,2.27,36.1,22.1
Growth Brazilian 10,UNIP3,6.8,366.9,2.24,79.2,34.8
Growth International 10,EBR,18.19,50.8,2.97,16.4,10.1
Growth International 10,ELP,17.08,45.3,1.94,16.0,9.8
Growth International 10,BAC,12.98,196.9,2.94,98.3,72.3
Growth International 10,AXP,12.3,172.1,1.36,263.7,99.9
Growth International 10,PBR-A,11.78,56.7,1.54,28.9,21.9
Growth International 10,PYPL,7.95,126.3,1.36,287.3,100.0
Growth International 10,HSBC,7.81,277.8,2.43,142.8,98.3
Growth International 10,NVDA,4.34,362.1,1.75,202.1,99.9
Growth International 10,GOOG,4.15,931.7,2.38,306.1,100.0
Growth International 10,INTC,3.42,282.3,2.06,99.5,51.4
High Frequency All 10,JPM,11.17,-61.4,1.04,228.9,99.0
High Frequency All 10,UNIP3,11.1,366.9,2.24,79.2,34.8
High Frequency All 10,GGBR3,10.99,30.2,0.87,33.4,29.1
High Frequency All 10,BRAP3,10.98,95.1,2.41,26.6,18.7
High Frequency All 10,TAEE3,10.97,32.7,1.44,17.6,12.0
High Frequency All 10,NVDA,10.96,362.1,1.75,202.1,99.9
High Frequency All 10,ENEV3,10.94,112.5,2.79,27.5,12.8
High Frequency All 10,PBR-A,10.91,56.7,1.54,28.9,21.9
High Frequency All 10,LEVE3,10.88,122.1,1.91,46.0,39.7
High Frequency All 10,AAPL,1.1,-99.9,-0.17,286.0,99.9
High Frequency Brazilian 10,CPLE3,12.77,65.3,2.65,17.3,7.5
High Frequency Brazilian 10,BRAP3,12.38,95.1,2.41,26.6,18.7
High Frequency Brazilian 10,CMIG4,12.36,20.5,0.96,18.4,10.9
High Frequency Brazilian 10,TAEE3,10.64,32.7,1.44,17.6,12.0
High Frequency Brazilian 10,ENEV3,10.43,112.5,2.79,27.5,12.8
High Frequency Brazilian 10,GGBR3,9.35,30.2,0.87,33.4,29.1
High Frequency Brazilian 10,PSSA3,9.1,235.4,2.72,49.6,36.7
High Frequency Brazilian 10,LEVE3,8.77,122.1,1.91,46.0,39.7
High Frequency Brazilian 10,UNIP3,7.69,366.9,2.24,79.2,34.8
High Frequency Brazilian 10,TAEE11,6.5,136.8,2.27,36.1,22.1
High Frequency International 10,JPM,11.53,-61.4,1.04,228.9,99.0
High Frequency International 10,HSBC,11.52,277.8,2.43,142.8,98.3
High Frequency International 10,EBR,11.43,50.8,2.97,16.4,10.1
High Frequency International 10,NVDA,11.42,362.1,1.75,202.1,99.9
High Frequency International 10,GOOG,11.41,931.7,2.38,306.1,100.0
High Frequency International 10,ELP,11.39,45.3,1.94,16.0,9.8
High Frequency International 10,BAC,11.35,196.9,2.94,98.3,72.3
High Frequency International 10,PBR-A,11.34,56.7,1.54,28.9,21.9
High Frequency International 10,LLY,7.32,-99.9,0.41,259.7,99.2
High Frequency International 10,AAPL,1.28,-99.9,-0.17,286.0,99.9
Low Turnover All 10,CPLE3,13.05,65.3,2.65,17.3,7.5
Low Turnover All 10,CMIG4,12.41,20.5,0.96,18.4,10.9
Low Turnover All 10,TAEE3,12.32,32.7,1.44,17.6,12.0
Low Turnover All 10,BRAP3,11.08,95.1,2.41,26.6,18.7
Low Turnover All 10,ENEV3,10.73,112.5,2.79,27.5,12.8
Low Turnover All 10,PBR-A,10.53,56.7,1.54,28.9,21.9
Low Turnover All 10,LEVE3,9.24,122.1,1.91,46.0,39.7
Low Turnover All 10,GGBR3,8.76,30.2,0.87,33.4,29.1
Low Turnover All 10,UNIP3,7.11,366.9,2.24,79.2,34.8
Low Turnover All 10,NVDA,4.75,362.1,1.75,202.1,99.9
Low Turnover Brazilian 10,CPLE3,12.77,65.3,2.65,17.3,7.5
Low Turnover Brazilian 10,BRAP3,12.38,95.1,2.41,26.6,18.7
Low Turnover Brazilian 10,CMIG4,12.36,20.5,0.96,18.4,10.9
Low Turnover Brazilian 10,TAEE3,10.64,32.7,1.44,17.6,12.0
Low Turnover Brazilian 10,ENEV3,10.43,112.5,2.79,27.5,12.8
Low Turnover Brazilian 10,GGBR3,9.35,30.2,0.87,33.4,29.1
Low Turnover Brazilian 10,PSSA3,9.1,235.4,2.72,49.6,36.7
Low Turnover Brazilian 10,LEVE3,8.77,122.1,1.91,46.0,39.7
Low Turnover Brazilian 10,UNIP3,7.69,366.9,2.24,79.2,34.8
Low Turnover Brazilian 10,TAEE11,6.5,136.8,2.27,36.1,22.1
Low Turnover International 10,EBR,18.19,50.8,2.97,16.4,10.1
Low Turnover International 10,ELP,17.08,45.3,1.94,16.0,9.8
Low Turnover International 10,BAC,12.98,196.9,2.94,98.3,72.3
Low Turnover International 10,AXP,12.3,172.1,1.36,263.7,99.9
Low Turnover International 10,PBR-A,11.78,56.7,1.54,28.9,21.9
Low Turnover International 10,PYPL,7.95,126.3,1.36,287.3,100.0
Low Turnover International 10,HSBC,7.81,277.8,2.43,142.8,98.3
Low Turnover International 10,NVDA,4.34,362.1,1.75,202.1,99.9
Low Turnover International 10,GOOG,4.15,931.7,2.38,306.1,100.0
Low Turnover International 10,INTC,3.42,282.3,2.06,99.5,51.4
Swing Trading All 10,AXP,24.47,172.1,1.36,263.7,99.9
Swing Trading All 10,PYPL,24.47,126.3,1.36,287.3,100.0
Swing Trading All 10,BRKM6,24.47,28.2,1.23,35.3,24.3
Swing Trading All 10,INTC,14.38,282.3,2.06,99.5,51.4
Swing Trading All 10,MSFT,12.22,-1.4,0.61,273.6,100.0
Swing Trading Brazilian 10,BRKM6,100.0,28.2,1.23,35.3,24.3
Swing Trading International 10,AXP,27.46,172.1,1.36,263.7,99.9
Swing Trading International 10,PYPL,27.46,126.3,1.36,287.3,100.0
Swing Trading International 10,INTC,23.96,282.3,2.06,99.5,51.4
Swing Trading International 10,MSFT,21.12,-1.4,0.61,273.6,100.0
Risk Parity All 10,EBR,19.9,50.8,2.97,16.4,10.1
Risk Parity All 10,CPLE6,19.9,50.1,2.16,18.9,11.2
Risk Parity All 10,BAC,12.21,196.9,2.94,98.3,72.3
Risk Parity All 10,ELET3,9.95,292.7,2.46,49.9,32.6
Risk Parity All 10,BRAP3,8.28,95.1,2.41,26.6,18.7
Risk Parity All 10,CPLE3,8.21,65.3,2.65,17.3,7.5
Risk Parity All 10,ENEV3,5.91,112.5,2.79,27.5,12.8
Risk Parity All 10,PRIO3,5.66,263.2,2.83,110.8,59.4
Risk Parity All 10,PSSA3,5.43,235.4,2.72,49.6,36.7
Risk Parity All 10,ITUB4,4.56,170.1,2.79,36.4,20.0
Risk Parity Brazilian 10,CPLE6,21.65,50.1,2.16,18.9,11.2
Risk Parity Brazilian 10,ELET3,15.91,292.7,2.46,49.9,32.6
Risk Parity Brazilian 10,BRAP3,10.45,95.1,2.41,26.6,18.7
Risk Parity Brazilian 10,CPLE3,10.16,65.3,2.65,17.3,7.5
Risk Parity Brazilian 10,UNIP6,8.0,315.8,2.34,73.5,42.2
Risk Parity Brazilian 10,ENEV3,7.45,112.5,2.79,27.5,12.8
Risk Parity Brazilian 10,PSSA3,7.34,235.4,2.72,49.6,36.7
Risk Parity Brazilian 10,PRIO3,7.12,263.2,2.83,110.8,59.4
Risk Parity Brazilian 10,ITUB4,6.17,170.1,2.79,36.4,20.0
Risk Parity Brazilian 10,TAEE11,5.74,136.8,2.27,36.1,22.1
Risk Parity International 10,EBR,18.19,50.8,2.97,16.4,10.1
Risk Parity International 10,ELP,17.08,45.3,1.94,16.0,9.8
Risk Parity International 10,BAC,12.98,196.9,2.94,98.3,72.3
Risk Parity International 10,AXP,12.3,172.1,1.36,263.7,99.9
Risk Parity International 10,PBR-A,11.78,56.7,1.54,28.9,21.9
Risk Parity International 10,PYPL,7.95,126.3,1.36,287.3,100.0
Risk Parity International 10,HSBC,7.81,277.8,2.43,142.8,98.3
Risk Parity International 10,NVDA,4.34,362.1,1.75,202.1,99.9
Risk Parity International 10,GOOG,4.15,931.7,2.38,306.1,100.0
Risk Parity International 10,INTC,3.42,282.3,2.06,99.5,51.4
Max Sharpe All 10,BAC,10.0,196.9,2.94,98.3,72.3
Max Sharpe All 10,EBR,10.0,50.8,2.97,16.4,10.1
Max Sharpe All 10,PRIO3,10.0,263.2,2.83,110.8,59.4
Max Sharpe All 10,ITUB4,10.0,170.1,2.79,36.4,20.0
Max Sharpe All 10,ENEV3,10.0,112.5,2.79,27.5,12.8
Max Sharpe All 10,PSSA3,10.0,235.4,2.72,49.6,36.7
Max Sharpe All 10,CPLE3,10.0,65.3,2.65,17.3,7.5
Max Sharpe All 10,HSBC,10.0,277.8,2.43,142.8,98.3
Max Sharpe All 10,BRAP3,10.0,95.1,2.41,26.6,18.7
Max Sharpe All 10,ELET3,10.0,292.7,2.46,49.9,32.6
Max Sharpe Brazilian 10,PRIO3,10.0,263.2,2.83,110.8,59.4
Max Sharpe Brazilian 10,ITUB4,10.0,170.1,2.79,36.4,20.0
Max Sharpe Brazilian 10,ENEV3,10.0,112.5,2.79,27.5,12.8
Max Sharpe Brazilian 10,PSSA3,10.0,235.4,2.72,49.6,36.7
Max Sharpe Brazilian 10,CPLE3,10.0,65.3,2.65,17.3,7.5
Max Sharpe Brazilian 10,ELET3,10.0,292.7,2.46,49.9,32.6
Max Sharpe Brazilian 10,BRAP3,10.0,95.1,2.41,26.6,18.7
Max Sharpe Brazilian 10,UNIP6,10.0,315.8,2.34,73.5,42.2
Max Sharpe Brazilian 10,UNIP3,10.0,366.9,2.24,79.2,34.8
Max Sharpe Brazilian 10,TAEE11,10.0,136.8,2.27,36.1,22.1
Max Sharpe International 10,BAC,10.0,196.9,2.94,98.3,72.3
Max Sharpe International 10,EBR,10.0,50.8,2.97,16.4,10.1
Max Sharpe International 10,HSBC,10.0,277.8,2.43,142.8,98.3
Max Sharpe International 10,GOOG,10.0,931.7,2.38,306.1,100.0
Max Sharpe International 10,INTC,10.0,282.3,2.06,99.5,51.4
Max Sharpe International 10,ELP,10.0,45.3,1.94,16.0,9.8
Max Sharpe International 10,NVDA,10.0,362.1,1.75,202.1,99.9
Max Sharpe International 10,PBR-A,10.0,56.7,1.54,28.9,21.9
Max Sharpe International 10,PYPL,10.0,126.3,1.36,287.3,100.0
Max Sharpe International 10,AXP,10.0,172.1,1.36,263.7,99.9
Min Variance All 10,GOOG,10.0,931.7,2.38,306.1,100.0
Min Variance All 10,PYPL,10.0,126.3,1.36,287.3,100.0
Min Variance All 10,AAPL,10.0,-99.9,-0.17,286.0,99.9
Min Variance All 10,MSFT,10.0,-1.4,0.61,273.6,100.0
Min Variance All 10,AXP,10.0,172.1,1.36,263.7,99.9
Min Variance All 10,LLY,10.0,-99.9,0.41,259.7,99.2
Min Variance All 10,JPM,10.0,-61.4,1.04,228.9,99.0
Min Variance All 10,NVDA,10.0,362.1,1.75,202.1,99.9
Min Variance All 10,HSBC,10.0,277.8,2.43,142.8,98.3
Min Variance All 10,PRIO3,10.0,263.2,2.83,110.8,59.4
Min Variance Brazilian 10,PRIO3,10.0,263.2,2.83,110.8,59.4
Min Variance Brazilian 10,UNIP3,10.0,366.9,2.24,79.2,34.8
Min Variance Brazilian 10,UNIP6,10.0,315.8,2.34,73.5,42.2
Min Variance Brazilian 10,BBSE3,10.0,30.6,0.97,68.3,60.6
Min Variance Brazilian 10,ELET6,10.0,266.1,2.07,60.8,37.3
Min Variance Brazilian 10,ELET3,10.0,292.7,2.46,49.9,32.6
Min Variance Brazilian 10,PSSA3,10.0,235.4,2.72,49.6,36.7
Min Variance Brazilian 10,LEVE3,10.0,122.1,1.91,46.0,39.7
Min Variance Brazilian 10,ITUB4,10.0,170.1,2.79,36.4,20.0
Min Variance Brazilian 10,TAEE11,10.0,136.8,2.27,36.1,22.1
Min Variance International 10,GOOG,10.0,931.7,2.38,306.1,100.0
Min Variance International 10,PYPL,10.0,126.3,1.36,287.3,100.0
Min Variance International 10,AAPL,10.0,-99.9,-0.17,286.0,99.9
Min Variance International 10,MSFT,10.0,-1.4,0.61,273.6,100.0
Min Variance International 10,AXP,10.0,172.1,1.36,263.7,99.9
Min Variance International 10,LLY,10.0,-99.9,0.41,259.7,99.2
Min Variance International 10,JPM,10.0,-61.4,1.04,228.9,99.0
Min Variance International 10,NVDA,10.0,362.1,1.75,202.1,99.9
Min Variance International 10,HSBC,10.0,277.8,2.43,142.8,98.3
Min Variance International 10,INTC,10.0,282.3,2.06,99.5,51.4
Max Diversification All 10,GOOG,11.49,931.7,2.38,306.1,100.0
Max Diversification All 10,BRKM6,11.47,28.2,1.23,35.3,24.3
Max Diversification All 10,PRIO3,11.46,263.2,2.83,110.8,59.4
Max Diversification All 10,AXP,11.45,172.1,1.36,263.7,99.9
Max Diversification All 10,PYPL,11.42,126.3,1.36,287.3,100.0
Max Diversification All 10,BAC,11.42,196.9,2.94,98.3,72.3
Max Diversification All 10,MSFT,11.33,-1.4,0.61,273.6,100.0
Max Diversification All 10,INTC,11.29,282.3,2.06,99.5,51.4
Max Diversification All 10,LLY,7.39,-99.9,0.41,259.7,99.2
Max Diversification All 10,AAPL,1.28,-99.9,-0.17,286.0,99.9
Max Diversification Brazilian 10,BRKM6,18.59,28.2,1.23,35.3,24.3
Max Diversification Brazilian 10,CPLE6,18.59,50.1,2.16,18.9,11.2
Max Diversification Brazilian 10,ELET6,14.2,266.1,2.07,60.8,37.3
Max Diversification Brazilian 10,EALT4,13.96,13.3,0.59,33.7,37.3
Max Diversification Brazilian 10,BRAP3,7.7,95.1,2.41,26.6,18.7
Max Diversification Brazilian 10,GGBR3,6.73,30.2,0.87,33.4,29.1
Max Diversification Brazilian 10,LEVE3,6.62,122.1,1.91,46.0,39.7
Max Diversification Brazilian 10,UNIP6,5.11,315.8,2.34,73.5,42.2
Max Diversification Brazilian 10,PRIO3,4.96,263.2,2.83,110.8,59.4
Max Diversification Brazilian 10,UNIP3,3.53,366.9,2.24,79.2,34.8
Max Diversification International 10,EBR,11.49,50.8,2.97,16.4,10.1
Max Diversification International 10,NVDA,11.48,362.1,1.75,202.1,99.9
Max Diversification International 10,GOOG,11.48,931.7,2.38,306.1,100.0
Max Diversification International 10,AXP,11.44,172.1,1.36,263.7,99.9
Max Diversification International 10,PYPL,11.41,126.3,1.36,287.3,100.0
Max Diversification International 10,PBR-A,11.4,56.7,1.54,28.9,21.9
Max Diversification International 10,MSFT,11.33,-1.4,0.61,273.6,100.0
Max Diversification International 10,INTC,11.28,282.3,2.06,99.5,51.4
Max Diversification International 10,LLY,7.41,-99.9,0.41,259.7,99.2
Max Diversification International 10,AAPL,1.28,-99.9,-0.17,286.0,99.9
Concentrated All 10,GOOG,12.5,931.7,2.38,306.1,100.0
Concentrated All 10,UNIP3,12.5,366.9,2.24,79.2,34.8
Concentrated All 10,PRIO3,12.5,263.2,2.83,110.8,59.4
Concentrated All 10,UNIP6,12.5,315.8,2.34,73.5,42.2
Concentrated All 10,ELET3,12.5,292.7,2.46,49.9,32.6
Concentrated All 10,HSBC,12.5,277.8,2.43,142.8,98.3
Concentrated All 10,PSSA3,12.5,235.4,2.72,49.6,36.7
Concentrated All 10,BAC,12.5,196.9,2.94,98.3,72.3
Concentrated Brazilian 10,UNIP3,12.5,366.9,2.24,79.2,34.8
Concentrated Brazilian 10,PRIO3,12.5,263.2,2.83,110.8,59.4
Concentrated Brazilian 10,UNIP6,12.5,315.8,2.34,73.5,42.2
Concentrated Brazilian 10,ELET3,12.5,292.7,2.46,49.9,32.6
Concentrated Brazilian 10,PSSA3,12.5,235.4,2.72,49.6,36.7
Concentrated Brazilian 10,ELET6,12.5,266.1,2.07,60.8,37.3
Concentrated Brazilian 10,ITUB4,12.5,170.1,2.79,36.4,20.0
Concentrated Brazilian 10,ENEV3,12.5,112.5,2.79,27.5,12.8
Concentrated International 10,GOOG,12.5,931.7,2.38,306.1,100.0
Concentrated International 10,HSBC,12.5,277.8,2.43,142.8,98.3
Concentrated International 10,BAC,12.5,196.9,2.94,98.3,72.3
Concentrated International 10,NVDA,12.5,362.1,1.75,202.1,99.9
Concentrated International 10,INTC,12.5,282.3,2.06,99.5,51.4
Concentrated International 10,EBR,12.5,50.8,2.97,16.4,10.1
Concentrated International 10,AXP,12.5,172.1,1.36,263.7,99.9
Concentrated International 10,PYPL,12.5,126.3,1.36,287.3,100.0
Mega Diversified All 10,INTC,9.33,282.3,2.06,99.5,51.4
Mega Diversified All 10,PRIO3,8.61,263.2,2.83,110.8,59.4
Mega Diversified All 10,HSBC,8.42,277.8,2.43,142.8,98.3
Mega Diversified All 10,UNIP6,8.37,315.8,2.34,73.5,42.2
Mega Diversified All 10,UNIP3,8.27,366.9,2.24,79.2,34.8
Mega Diversified All 10,PYPL,8.27,126.3,1.36,287.3,100.0
Mega Diversified All 10,MSFT,8.23,-1.4,0.61,273.6,100.0
Mega Diversified All 10,NVDA,8.13,362.1,1.75,202.1,99.9
Mega Diversified All 10,BBSE3,8.09,30.6,0.97,68.3,60.6
Mega Diversified All 10,AXP,7.82,172.1,1.36,263.7,99.9
Mega Diversified All 10,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified All 10,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified All 10,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified All 10,LLY,2.11,-99.9,0.41,259.7,99.2
Mega Diversified All 10,AAPL,0.67,-99.9,-0.17,286.0,99.9
Mega Diversified Brazilian 10,PRIO3,6.67,263.2,2.83,110.8,59.4
Mega Diversified Brazilian 10,UNIP3,6.67,366.9,2.24,79.2,34.8
Mega Diversified Brazilian 10,BBSE3,6.67,30.6,0.97,68.3,60.6
Mega Diversified Brazilian 10,UNIP6,6.67,315.8,2.34,73.5,42.2
Mega Diversified Brazilian 10,LEVE3,6.67,122.1,1.91,46.0,39.7
Mega Diversified Brazilian 10,ELET6,6.67,266.1,2.07,60.8,37.3
Mega Diversified Brazilian 10,PSSA3,6.67,235.4,2.72,49.6,36.7
Mega Diversified Brazilian 10,ELET3,6.67,292.7,2.46,49.9,32.6
Mega Diversified Brazilian 10,GGBR3,6.67,30.2,0.87,33.4,29.1
Mega Diversified Brazilian 10,EALT4,6.67,13.3,0.59,33.7,37.3
Mega Diversified Brazilian 10,TAEE11,6.67,136.8,2.27,36.1,22.1
Mega Diversified Brazilian 10,BRAP3,6.67,95.1,2.41,26.6,18.7
Mega Diversified Brazilian 10,ITUB4,6.67,170.1,2.79,36.4,20.0
Mega Diversified Brazilian 10,ENEV3,6.67,112.5,2.79,27.5,12.8
Mega Diversified Brazilian 10,SANB4,6.67,42.1,1.34,29.5,21.0
Mega Diversified International 10,PYPL,10.0,126.3,1.36,287.3,100.0
Mega Diversified International 10,HSBC,10.0,277.8,2.43,142.8,98.3
Mega Diversified International 10,INTC,10.0,282.3,2.06,99.5,51.4
Mega Diversified International 10,MSFT,9.98,-1.4,0.61,273.6,100.0
Mega Diversified International 10,NVDA,9.91,362.1,1.75,202.1,99.9
Mega Diversified International 10,EBR,9.85,50.8,2.97,16.4,10.1
Mega Diversified International 10,ELP,9.76,45.3,1.94,16.0,9.8
Mega Diversified International 10,AXP,9.62,172.1,1.36,263.7,99.9
Mega Diversified International 10,BAC,5.27,196.9,2.94,98.3,72.3
Mega Diversified International 10,JPM,4.77,-61.4,1.04,228.9,99.0
Mega Diversified International 10,GOOG,3.65,931.7,2.38,306.1,100.0
Mega Diversified International 10,PBR-A,3.27,56.7,1.54,28.9,21.9
Mega Diversified International 10,LLY,3.2,-99.9,0.41,259.7,99.2
Mega Diversified International 10,AAPL,0.71,-99.9,-0.17,286.0,99.9
Barbell All 10,EBR,19.17,50.8,2.97,16.4,10.1
Barbell All 10,BPAN4,14.76,51.6,1.86,25.9,16.8
Barbell All 10,CPLE3,13.6,65.3,2.65,17.3,7.5
Barbell All 10,BRAP3,11.03,95.1,2.41,26.6,18.7
Barbell All 10,ENEV3,10.3,112.5,2.79,27.5,12.8
Barbell All 10,PRIO3,9.97,263.2,2.83,110.8,59.4
Barbell All 10,HSBC,8.34,277.8,2.43,142.8,98.3
Barbell All 10,NVDA,4.51,362.1,1.75,202.1,99.9
Barbell All 10,GOOG,4.5,931.7,2.38,306.1,100.0
Barbell All 10,INTC,3.82,282.3,2.06,99.5,51.4
Barbell Brazilian 10,CPLE6,23.86,50.1,2.16,18.9,11.2
Barbell Brazilian 10,BPAN4,17.03,51.6,1.86,25.9,16.8
Barbell Brazilian 10,CPLE3,15.75,65.3,2.65,17.3,7.5
Barbell Brazilian 10,BRAP3,13.09,95.1,2.41,26.6,18.7
Barbell Brazilian 10,ENEV3,11.3,112.5,2.79,27.5,12.8
Barbell Brazilian 10,BBSE3,10.39,30.6,0.97,68.3,60.6
Barbell Brazilian 10,PRIO3,8.58,263.2,2.83,110.8,59.4
Barbell International 10,EBR,20.95,50.8,2.97,16.4,10.1
Barbell International 10,ELP,20.95,45.3,1.94,16.0,9.8
Barbell International 10,BAC,19.98,196.9,2.94,98.3,72.3
Barbell International 10,HSBC,15.08,277.8,2.43,142.8,98.3
Barbell International 10,NVDA,8.71,362.1,1.75,202.1,99.9
Barbell International 10,GOOG,7.83,931.7,2.38,306.1,100.0
Barbell International 10,INTC,6.49,282.3,2.06,99.5,51.4
Inverse Vol All 10,ALUP4,19.12,31.1,1.83,17.0,10.5
Inverse Vol All 10,CPLE3,18.82,65.3,2.65,17.3,7.5
Inverse Vol All 10,CMIG4,17.64,20.5,0.96,18.4,10.9
Inverse Vol All 10,BPAN4,12.54,51.6,1.86,25.9,16.8
Inverse Vol All 10,BRAP3,12.21,95.1,2.41,26.6,18.7
Inverse Vol All 10,BRKM6,9.23,28.2,1.23,35.3,24.3
Inverse Vol All 10,BBSE3,4.76,30.6,0.97,68.3,60.6
Inverse Vol All 10,BAC,3.31,196.9,2.94,98.3,72.3
Inverse Vol All 10,AXP,1.23,172.1,1.36,263.7,99.9
Inverse Vol All 10,AAPL,1.14,-99.9,-0.17,286.0,99.9
Inverse Vol Brazilian 10,ALUP4,14.97,31.1,1.83,17.0,10.5
Inverse Vol Brazilian 10,CPLE3,14.73,65.3,2.65,17.3,7.5
Inverse Vol Brazilian 10,CMIG4,13.81,20.5,0.96,18.4,10.9
Inverse Vol Brazilian 10,CPLE6,13.49,50.1,2.16,18.9,11.2
Inverse Vol Brazilian 10,BPAN4,9.82,51.6,1.86,25.9,16.8
Inverse Vol Brazilian 10,BRAP3,9.56,95.1,2.41,26.6,18.7
Inverse Vol Brazilian 10,EALT4,7.57,13.3,0.59,33.7,37.3
Inverse Vol Brazilian 10,BRKM6,7.22,28.2,1.23,35.3,24.3
Inverse Vol Brazilian 10,ELET3,5.1,292.7,2.46,49.9,32.6
Inverse Vol Brazilian 10,BBSE3,3.73,30.6,0.97,68.3,60.6
Inverse Vol International 10,ELP,36.82,45.3,1.94,16.0,9.8
Inverse Vol International 10,EBR,36.03,50.8,2.97,16.4,10.1
Inverse Vol International 10,BAC,6.0,196.9,2.94,98.3,72.3
Inverse Vol International 10,INTC,5.93,282.3,2.06,99.5,51.4
Inverse Vol International 10,HSBC,4.13,277.8,2.43,142.8,98.3
Inverse Vol International 10,JPM,2.58,-61.4,1.04,228.9,99.0
Inverse Vol International 10,LLY,2.27,-99.9,0.41,259.7,99.2
Inverse Vol International 10,AXP,2.24,172.1,1.36,263.7,99.9
Inverse Vol International 10,AAPL,2.06,-99.9,-0.17,286.0,99.9
Inverse Vol International 10,GOOG,1.93,931.7,2.38,306.1,100.0
Kelly All 10,ALUP4,13.3,31.1,1.83,17.0,10.5
Kelly All 10,AXP,13.3,172.1,1.36,263.7,99.9
Kelly All 10,BPAN4,13.3,51.6,1.86,25.9,16.8
Kelly All 10,CPLE3,13.3,65.3,2.65,17.3,7.5
Kelly All 10,CPLE6,12.41,50.1,2.16,18.9,11.2
Kelly All 10,BRKM6,10.62,28.2,1.23,35.3,24.3
Kelly All 10,BRAP3,9.05,95.1,2.41,26.6,18.7
Kelly All 10,BBSE3,8.61,30.6,0.97,68.3,60.6
Kelly All 10,BAC,5.6,196.9,2.94,98.3,72.3
Kelly All 10,EALT4,0.49,13.3,0.59,33.7,37.3
