symbol,explanation,explanation_pt
NU   ,"NU    @ $14.06 SELL signal: 80.0% vs 53.0% threshold (margin: +27.0pts). Conviction: 5.3/10 (Moderate) - Model agreement: 100%, uncertainty: 1.90σ, very_stable ensemble. Top contributors: LSTM (20.3%), LSTM 10 (20.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.90 uncertainty. Regime-adjusted expected return: +1.3% over 10 days (regime penalty: 70%, vol penalty: 60%). Signal half-life: 2.2 days, optimal holding: 3 days, persistence probability: 60%. Market regime: sideways (trend: 0.04, vol: 0.40) - challenging conditions for this signal type.","NU    @ $14.06 sinal VENDA: 80.0% vs limiar 53.0% (margem: +27.0pts). Convicção: 5.3/10 (Moderado) - Consenso modelos: 100%, incerteza: 1.90σ, ensemble muito estável. Principais contribuintes: LSTM (20.3%), LSTM 10 (20.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.90. Retorno esperado ajustado: +1.3% em 10 dias (penalidade regime: 70%, vol: 60%). Meia-vida sinal: 2.2 dias, holding ótimo: 3 dias, probabilidade persistência: 60%. Regime mercado: lateral (tendência: 0.04, vol: 0.40) - condições desafiadoras para este tipo de sinal."
NVDA ,"NVDA  @ $227.38 shows an unclear signal with both BUY (37.0%, needs 18.0pts) and SELL (0.0%, needs 84.0pts) below thresholds. Conviction: 3.4/10 (Weak) - Model agreement: 57%, uncertainty: 0.76σ, stable ensemble. Top contributors: PPO (40.7%), LSTM 10 (37.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.76 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 80%, vol penalty: 60%). Signal half-life: 4.5 days, optimal holding: 7 days, persistence probability: 95%. Market regime: sideways (trend: 0.08, vol: 0.46) - favorable conditions for this signal type.","NVDA  @ $227.38 sinal incerto: COMPRA (37.0%, precisa 18.0pts) e VENDA (0.0%, precisa 84.0pts) abaixo dos limiares. Convicção: 3.4/10 (Fraco) - Consenso modelos: 57%, incerteza: 0.76σ, ensemble estável. Principais contribuintes: PPO (40.7%), LSTM 10 (37.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.76. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 80%, vol: 60%). Meia-vida sinal: 4.5 dias, holding ótimo: 7 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.08, vol: 0.46) - condições favoráveis para este tipo de sinal."
PBR  ,"PBR   @ $20.63 shows an unclear signal with both BUY (2.0%, needs 80.0pts) and SELL (0.0%, needs 43.0pts) below thresholds. Conviction: 2.2/10 (Weak) - Model agreement: 90%, uncertainty: 30.10σ, unstable ensemble. Top contributors: LSTM SR (82.1%), TD3 (4.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 30.10 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 80%, vol penalty: 60%). Signal half-life: 1.1 days, optimal holding: 2 days, persistence probability: 30%. Market regime: sideways (trend: 0.10, vol: 0.39) - favorable conditions for this signal type.","PBR   @ $20.63 sinal incerto: COMPRA (2.0%, precisa 80.0pts) e VENDA (0.0%, precisa 43.0pts) abaixo dos limiares. Convicção: 2.2/10 (Fraco) - Consenso modelos: 90%, incerteza: 30.10σ, ensemble instável. Principais contribuintes: LSTM SR (82.1%), TD3 (4.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 30.10. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 80%, vol: 60%). Meia-vida sinal: 1.1 dias, holding ótimo: 2 dias, probabilidade persistência: 30%. Regime mercado: lateral (tendência: 0.10, vol: 0.39) - condições favoráveis para este tipo de sinal."
PBR-A,"PBR-A @ $18.74 shows an unclear signal with both BUY (24.0%, needs 16.0pts) and SELL (20.0%, needs 11.0pts) below thresholds. Conviction: 2.1/10 (Weak) - Model agreement: 100%, uncertainty: 3.80σ, unstable ensemble. Top contributors: LSTM Cla (39.8%), LSTM SR (33.2%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.80 uncertainty. Regime-adjusted expected return: +1.2% over 10 days (regime penalty: 60%, vol penalty: 60%). Signal half-life: 1.2 days, optimal holding: 2 days, persistence probability: 30%. Market regime: trending (trend: 0.11, vol: 0.36) - challenging conditions for this signal type.","PBR-A @ $18.74 sinal incerto: COMPRA (24.0%, precisa 16.0pts) e VENDA (20.0%, precisa 11.0pts) abaixo dos limiares. Convicção: 2.1/10 (Fraco) - Consenso modelos: 100%, incerteza: 3.80σ, ensemble instável. Principais contribuintes: LSTM Cla (39.8%), LSTM SR (33.2%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.80. Retorno esperado ajustado: +1.2% em 10 dias (penalidade regime: 60%, vol: 60%). Meia-vida sinal: 1.2 dias, holding ótimo: 2 dias, probabilidade persistência: 30%. Regime mercado: tendencial (tendência: 0.11, vol: 0.36) - condições desafiadoras para este tipo de sinal."
PETR3,"PETR3 @ $52.88 BUY signal: 40.0% vs 72.0% threshold (margin: -32.0pts). Conviction: 1.9/10 (Weak) - Model agreement: 45%, uncertainty: 3.92σ, moderate ensemble. Top contributors: LSTM SR (46.4%), LSTM Cla (25.2%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 3.92 uncertainty. Regime-adjusted expected return: +1.3% over 10 days (regime penalty: 70%, vol penalty: 60%). Signal half-life: 1.6 days, optimal holding: 2 days, persistence probability: 40%. Market regime: sideways (trend: 0.10, vol: 0.37) - challenging conditions for this signal type.","PETR3 @ $52.88 sinal COMPRA: 40.0% vs limiar 72.0% (margem: -32.0pts). Convicção: 1.9/10 (Fraco) - Consenso modelos: 45%, incerteza: 3.92σ, ensemble moderado. Principais contribuintes: LSTM SR (46.4%), LSTM Cla (25.2%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 3.92. Retorno esperado ajustado: +1.3% em 10 dias (penalidade regime: 70%, vol: 60%). Meia-vida sinal: 1.6 dias, holding ótimo: 2 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.10, vol: 0.37) - condições desafiadoras para este tipo de sinal."
PETR4,"PETR4 @ $48.00 shows an unclear signal with both BUY (37.0%, needs 9.0pts) and SELL (8.0%, needs 71.0pts) below thresholds. Conviction: 1.8/10 (Weak) - Model agreement: 43%, uncertainty: 70.67σ, moderate ensemble. Top contributors: LSTM SR (43.4%), LSTM (19.5%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 70.67 uncertainty. Regime-adjusted expected return: +1.2% over 10 days (regime penalty: 60%, vol penalty: 64%). Signal half-life: 1.8 days, optimal holding: 3 days, persistence probability: 40%. Market regime: trending (trend: 0.11, vol: 0.33) - challenging conditions for this signal type.","PETR4 @ $48.00 sinal incerto: COMPRA (37.0%, precisa 9.0pts) e VENDA (8.0%, precisa 71.0pts) abaixo dos limiares. Convicção: 1.8/10 (Fraco) - Consenso modelos: 43%, incerteza: 70.67σ, ensemble moderado. Principais contribuintes: LSTM SR (43.4%), LSTM (19.5%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 70.67. Retorno esperado ajustado: +1.2% em 10 dias (penalidade regime: 60%, vol: 64%). Meia-vida sinal: 1.8 dias, holding ótimo: 3 dias, probabilidade persistência: 40%. Regime mercado: tendencial (tendência: 0.11, vol: 0.33) - condições desafiadoras para este tipo de sinal."
PM   ,"PM    @ $187.48 BUY signal: 61.0% vs 48.0% threshold (margin: +13.0pts). Conviction: 5.2/10 (Moderate) - Model agreement: 100%, uncertainty: 0.60σ, stable ensemble. Top contributors: PPO (43.5%), LSTM 10 (38.9%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.60 uncertainty. Regime-adjusted expected return: +2.0% over 10 days (regime penalty: 70%, vol penalty: 88%). Signal half-life: 8.2 days, optimal holding: 12 days, persistence probability: 95%. Market regime: sideways (trend: 0.02, vol: 0.21) - challenging conditions for this signal type.","PM    @ $187.48 sinal COMPRA: 61.0% vs limiar 48.0% (margem: +13.0pts). Convicção: 5.2/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.60σ, ensemble estável. Principais contribuintes: PPO (43.5%), LSTM 10 (38.9%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.60. Retorno esperado ajustado: +2.0% em 10 dias (penalidade regime: 70%, vol: 88%). Meia-vida sinal: 8.2 dias, holding ótimo: 12 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.02, vol: 0.21) - condições desafiadoras para este tipo de sinal."
PRIO3,"PRIO3 @ $61.05 BUY signal: 96.0% vs 31.0% threshold (margin: +65.0pts). Conviction: 6.3/10 (Moderate) - Model agreement: 100%, uncertainty: 0.81σ, moderate ensemble. Top contributors: LSTM SR (30.7%), LSTM Cla (24.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.81 uncertainty. Regime-adjusted expected return: +1.3% over 10 days (regime penalty: 70%, vol penalty: 60%). Signal half-life: 3.8 days, optimal holding: 6 days, persistence probability: 95%. Market regime: sideways (trend: 0.00, vol: 0.38) - challenging conditions for this signal type.","PRIO3 @ $61.05 sinal COMPRA: 96.0% vs limiar 31.0% (margem: +65.0pts). Convicção: 6.3/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.81σ, ensemble moderado. Principais contribuintes: LSTM SR (30.7%), LSTM Cla (24.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.81. Retorno esperado ajustado: +1.3% em 10 dias (penalidade regime: 70%, vol: 60%). Meia-vida sinal: 3.8 dias, holding ótimo: 6 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.00, vol: 0.38) - condições desafiadoras para este tipo de sinal."
PSSA3,"PSSA3 @ $49.46 SELL signal: 100.0% vs 100.0% threshold (margin: +0.0pts). Conviction: 4.7/10 (Moderate) - Model agreement: 100%, uncertainty: 0.00σ, very_unstable ensemble. Top contributors: LSTM 10 (100.0%), PPO (0.0%). Kelly-optimal position: 0.8% (vs 3% standard), risk-adjusted for 0.00 uncertainty. Regime-adjusted expected return: +2.1% over 10 days (regime penalty: 70%, vol penalty: 94%). Signal half-life: 5.2 days, optimal holding: 8 days, persistence probability: 80%. Market regime: sideways (trend: 0.03, vol: 0.18) - challenging conditions for this signal type.","PSSA3 @ $49.46 sinal VENDA: 100.0% vs limiar 100.0% (margem: +0.0pts). Convicção: 4.7/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.00σ, ensemble muito instável. Principais contribuintes: LSTM 10 (100.0%), PPO (0.0%). Posição Kelly-ótima: 0.8% (vs 3% padrão), ajustada para incerteza 0.00. Retorno esperado ajustado: +2.1% em 10 dias (penalidade regime: 70%, vol: 94%). Meia-vida sinal: 5.2 dias, holding ótimo: 8 dias, probabilidade persistência: 80%. Regime mercado: lateral (tendência: 0.03, vol: 0.18) - condições desafiadoras para este tipo de sinal."
PYPL ,"PYPL  @ $52.62 shows an unclear signal with both BUY (22.0%, needs 10.0pts) and SELL (5.0%, needs 53.0pts) below thresholds. Conviction: 3.9/10 (Moderate) - Model agreement: 100%, uncertainty: 0.57σ, moderate ensemble. Top contributors: LSTM Cla (32.4%), LSTM SR (19.1%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.57 uncertainty. Regime-adjusted expected return: +1.2% over 10 days (regime penalty: 60%, vol penalty: 60%). Signal half-life: 4.3 days, optimal holding: 6 days, persistence probability: 95%. Market regime: trending (trend: 0.12, vol: 0.56) - challenging conditions for this signal type.","PYPL  @ $52.62 sinal incerto: COMPRA (22.0%, precisa 10.0pts) e VENDA (5.0%, precisa 53.0pts) abaixo dos limiares. Convicção: 3.9/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.57σ, ensemble moderado. Principais contribuintes: LSTM Cla (32.4%), LSTM SR (19.1%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.57. Retorno esperado ajustado: +1.2% em 10 dias (penalidade regime: 60%, vol: 60%). Meia-vida sinal: 4.3 dias, holding ótimo: 6 dias, probabilidade persistência: 95%. Regime mercado: tendencial (tendência: 0.12, vol: 0.56) - condições desafiadoras para este tipo de sinal."
QUAL3,"QUAL3 @ $1.71 shows an unclear signal with both BUY (9.0%, needs 52.0pts) and SELL (22.0%, needs 44.0pts) below thresholds. Conviction: 1.7/10 (Weak) - Model agreement: 25%, uncertainty: 7.52σ, moderate ensemble. Top contributors: LSTM 10 (43.3%), TD3 (21.7%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 7.52 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 80%, vol penalty: 60%). Signal half-life: 1.5 days, optimal holding: 2 days, persistence probability: 40%. Market regime: sideways (trend: 0.05, vol: 0.52) - favorable conditions for this signal type.","QUAL3 @ $1.71 sinal incerto: COMPRA (9.0%, precisa 52.0pts) e VENDA (22.0%, precisa 44.0pts) abaixo dos limiares. Convicção: 1.7/10 (Fraco) - Consenso modelos: 25%, incerteza: 7.52σ, ensemble moderado. Principais contribuintes: LSTM 10 (43.3%), TD3 (21.7%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 7.52. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 80%, vol: 60%). Meia-vida sinal: 1.5 dias, holding ótimo: 2 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.05, vol: 0.52) - condições favoráveis para este tipo de sinal."
RADL3,"RADL3 @ $20.61 BUY signal: 98.0% vs 81.0% threshold (margin: +17.0pts). Conviction: 6.0/10 (Moderate) - Model agreement: 100%, uncertainty: 0.42σ, stable ensemble. Top contributors: LSTM Cla (46.6%), LSTM 10 (32.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.42 uncertainty. Regime-adjusted expected return: +1.3% over 10 days (regime penalty: 70%, vol penalty: 60%). Signal half-life: 6.3 days, optimal holding: 9 days, persistence probability: 95%. Market regime: sideways (trend: 0.10, vol: 0.37) - challenging conditions for this signal type.","RADL3 @ $20.61 sinal COMPRA: 98.0% vs limiar 81.0% (margem: +17.0pts). Convicção: 6.0/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.42σ, ensemble estável. Principais contribuintes: LSTM Cla (46.6%), LSTM 10 (32.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.42. Retorno esperado ajustado: +1.3% em 10 dias (penalidade regime: 70%, vol: 60%). Meia-vida sinal: 6.3 dias, holding ótimo: 9 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.10, vol: 0.37) - condições desafiadoras para este tipo de sinal."
RAIL3,"RAIL3 @ $15.41 shows an unclear signal with both BUY (0.0%, needs 60.0pts) and SELL (46.0%, needs 8.0pts) below thresholds. Conviction: 3.0/10 (Weak) - Model agreement: 77%, uncertainty: 2.63σ, stable ensemble. Top contributors: LSTM 10 (44.3%), LSTM (30.1%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 2.63 uncertainty. Regime-adjusted expected return: +1.9% over 10 days (regime penalty: 80%, vol penalty: 74%). Signal half-life: 2.5 days, optimal holding: 4 days, persistence probability: 48%. Market regime: sideways (trend: 0.07, vol: 0.28) - favorable conditions for this signal type.","RAIL3 @ $15.41 sinal incerto: COMPRA (0.0%, precisa 60.0pts) e VENDA (46.0%, precisa 8.0pts) abaixo dos limiares. Convicção: 3.0/10 (Fraco) - Consenso modelos: 77%, incerteza: 2.63σ, ensemble estável. Principais contribuintes: LSTM 10 (44.3%), LSTM (30.1%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 2.63. Retorno esperado ajustado: +1.9% em 10 dias (penalidade regime: 80%, vol: 74%). Meia-vida sinal: 2.5 dias, holding ótimo: 4 dias, probabilidade persistência: 48%. Regime mercado: lateral (tendência: 0.07, vol: 0.28) - condições favoráveis para este tipo de sinal."
SANB1,"SANB1 @ $29.92 shows an unclear signal with both BUY (0.0%, needs 57.0pts) and SELL (6.0%, needs 57.0pts) below thresholds. Conviction: 2.1/10 (Weak) - Model agreement: 15%, uncertainty: 1.88σ, stable ensemble. Top contributors: LSTM SR (62.6%), LSTM 10 (17.2%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.88 uncertainty. Regime-adjusted expected return: +2.0% over 10 days (regime penalty: 80%, vol penalty: 80%). Signal half-life: 2.7 days, optimal holding: 4 days, persistence probability: 48%. Market regime: sideways (trend: 0.01, vol: 0.25) - favorable conditions for this signal type.","SANB1 @ $29.92 sinal incerto: COMPRA (0.0%, precisa 57.0pts) e VENDA (6.0%, precisa 57.0pts) abaixo dos limiares. Convicção: 2.1/10 (Fraco) - Consenso modelos: 15%, incerteza: 1.88σ, ensemble estável. Principais contribuintes: LSTM SR (62.6%), LSTM 10 (17.2%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.88. Retorno esperado ajustado: +2.0% em 10 dias (penalidade regime: 80%, vol: 80%). Meia-vida sinal: 2.7 dias, holding ótimo: 4 dias, probabilidade persistência: 48%. Regime mercado: lateral (tendência: 0.01, vol: 0.25) - condições favoráveis para este tipo de sinal."
SANB3,"SANB3 @ $14.95 shows an unclear signal with both BUY (34.0%, needs 43.0pts) and SELL (0.0%, needs 51.0pts) below thresholds. Conviction: 2.5/10 (Weak) - Model agreement: 76%, uncertainty: 1.13σ, moderate ensemble. Top contributors: LSTM SR (42.0%), LSTM Cla (22.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.13 uncertainty. Regime-adjusted expected return: +1.9% over 10 days (regime penalty: 80%, vol penalty: 74%). Signal half-life: 3.7 days, optimal holding: 5 days, persistence probability: 70%. Market regime: sideways (trend: 0.02, vol: 0.28) - favorable conditions for this signal type.","SANB3 @ $14.95 sinal incerto: COMPRA (34.0%, precisa 43.0pts) e VENDA (0.0%, precisa 51.0pts) abaixo dos limiares. Convicção: 2.5/10 (Fraco) - Consenso modelos: 76%, incerteza: 1.13σ, ensemble moderado. Principais contribuintes: LSTM SR (42.0%), LSTM Cla (22.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.13. Retorno esperado ajustado: +1.9% em 10 dias (penalidade regime: 80%, vol: 74%). Meia-vida sinal: 3.7 dias, holding ótimo: 5 dias, probabilidade persistência: 70%. Regime mercado: lateral (tendência: 0.02, vol: 0.28) - condições favoráveis para este tipo de sinal."
SANB4,"SANB4 @ $14.87 BUY signal: 81.0% vs 72.0% threshold (margin: +9.0pts). Conviction: 3.7/10 (Moderate) - Model agreement: 100%, uncertainty: 1.46σ, stable ensemble. Top contributors: LSTM 10 (29.6%), LSTM (21.8%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.46 uncertainty. Regime-adjusted expected return: +1.7% over 10 days (regime penalty: 70%, vol penalty: 78%). Signal half-life: 2.9 days, optimal holding: 4 days, persistence probability: 52%. Market regime: sideways (trend: 0.00, vol: 0.26) - challenging conditions for this signal type.","SANB4 @ $14.87 sinal COMPRA: 81.0% vs limiar 72.0% (margem: +9.0pts). Convicção: 3.7/10 (Moderado) - Consenso modelos: 100%, incerteza: 1.46σ, ensemble estável. Principais contribuintes: LSTM 10 (29.6%), LSTM (21.8%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.46. Retorno esperado ajustado: +1.7% em 10 dias (penalidade regime: 70%, vol: 78%). Meia-vida sinal: 2.9 dias, holding ótimo: 4 dias, probabilidade persistência: 52%. Regime mercado: lateral (tendência: 0.00, vol: 0.26) - condições desafiadoras para este tipo de sinal."
SAP  ,"SAP   @ $209.22 shows an unclear signal with both BUY (1.0%, needs 64.0pts) and SELL (19.0%, needs 63.0pts) below thresholds. Conviction: 2.1/10 (Weak) - Model agreement: 19%, uncertainty: 2.42σ, stable ensemble. Top contributors: LSTM SR (81.1%), LSTM Cla (18.9%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 2.42 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 80%, vol penalty: 60%). Signal half-life: 1.9 days, optimal holding: 3 days, persistence probability: 48%. Market regime: sideways (trend: 0.03, vol: 0.38) - favorable conditions for this signal type.","SAP   @ $209.22 sinal incerto: COMPRA (1.0%, precisa 64.0pts) e VENDA (19.0%, precisa 63.0pts) abaixo dos limiares. Convicção: 2.1/10 (Fraco) - Consenso modelos: 19%, incerteza: 2.42σ, ensemble estável. Principais contribuintes: LSTM SR (81.1%), LSTM Cla (18.9%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 2.42. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 80%, vol: 60%). Meia-vida sinal: 1.9 dias, holding ótimo: 3 dias, probabilidade persistência: 48%. Regime mercado: lateral (tendência: 0.03, vol: 0.38) - condições favoráveis para este tipo de sinal."
SAPR1,"SAPR1 @ $35.35 SELL signal: 48.0% vs 48.0% threshold (margin: +0.0pts). Conviction: 1.7/10 (Weak) - Model agreement: 33%, uncertainty: 1.78σ, moderate ensemble. Top contributors: LSTM 10 (28.5%), LSTM Cla (26.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.78 uncertainty. Regime-adjusted expected return: +1.5% over 10 days (regime penalty: 70%, vol penalty: 66%). Signal half-life: 1.9 days, optimal holding: 3 days, persistence probability: 40%. Market regime: sideways (trend: 0.06, vol: 0.32) - challenging conditions for this signal type.","SAPR1 @ $35.35 sinal VENDA: 48.0% vs limiar 48.0% (margem: +0.0pts). Convicção: 1.7/10 (Fraco) - Consenso modelos: 33%, incerteza: 1.78σ, ensemble moderado. Principais contribuintes: LSTM 10 (28.5%), LSTM Cla (26.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.78. Retorno esperado ajustado: +1.5% em 10 dias (penalidade regime: 70%, vol: 66%). Meia-vida sinal: 1.9 dias, holding ótimo: 3 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.06, vol: 0.32) - condições desafiadoras para este tipo de sinal."
SAPR3,"SAPR3 @ $7.77 SELL signal: 51.0% vs 29.0% threshold (margin: +22.0pts). Conviction: 3.5/10 (Weak) - Model agreement: 64%, uncertainty: 1.98σ, moderate ensemble. Top contributors: LSTM 10 (26.0%), LSTM (23.4%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.98 uncertainty. Regime-adjusted expected return: +1.8% over 10 days (regime penalty: 70%, vol penalty: 80%). Signal half-life: 2.2 days, optimal holding: 3 days, persistence probability: 40%. Market regime: sideways (trend: 0.06, vol: 0.25) - challenging conditions for this signal type.","SAPR3 @ $7.77 sinal VENDA: 51.0% vs limiar 29.0% (margem: +22.0pts). Convicção: 3.5/10 (Fraco) - Consenso modelos: 64%, incerteza: 1.98σ, ensemble moderado. Principais contribuintes: LSTM 10 (26.0%), LSTM (23.4%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.98. Retorno esperado ajustado: +1.8% em 10 dias (penalidade regime: 70%, vol: 80%). Meia-vida sinal: 2.2 dias, holding ótimo: 3 dias, probabilidade persistência: 40%. Regime mercado: lateral (tendência: 0.06, vol: 0.25) - condições desafiadoras para este tipo de sinal."
SAPR4,"SAPR4 @ $6.85 shows an unclear signal with both BUY (12.0%, needs 30.0pts) and SELL (27.0%, needs 7.0pts) below thresholds. Conviction: 2.8/10 (Weak) - Model agreement: 60%, uncertainty: 0.81σ, moderate ensemble. Top contributors: SAC (34.1%), LSTM (27.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.81 uncertainty. Regime-adjusted expected return: +1.9% over 10 days (regime penalty: 80%, vol penalty: 76%). Signal half-life: 5.1 days, optimal holding: 8 days, persistence probability: 95%. Market regime: sideways (trend: 0.05, vol: 0.27) - favorable conditions for this signal type.","SAPR4 @ $6.85 sinal incerto: COMPRA (12.0%, precisa 30.0pts) e VENDA (27.0%, precisa 7.0pts) abaixo dos limiares. Convicção: 2.8/10 (Fraco) - Consenso modelos: 60%, incerteza: 0.81σ, ensemble moderado. Principais contribuintes: SAC (34.1%), LSTM (27.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.81. Retorno esperado ajustado: +1.9% em 10 dias (penalidade regime: 80%, vol: 76%). Meia-vida sinal: 5.1 dias, holding ótimo: 8 dias, probabilidade persistência: 95%. Regime mercado: lateral (tendência: 0.05, vol: 0.27) - condições favoráveis para este tipo de sinal."
SBUX ,"SBUX  @ $94.90 BUY signal: 73.0% vs 61.0% threshold (margin: +12.0pts). Conviction: 3.3/10 (Weak) - Model agreement: 61%, uncertainty: 1.46σ, stable ensemble. Top contributors: TD3 (26.2%), LSTM 10 (25.2%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 1.46 uncertainty. Regime-adjusted expected return: +2.1% over 10 days (regime penalty: 70%, vol penalty: 92%). Signal half-life: 3.3 days, optimal holding: 5 days, persistence probability: 52%. Market regime: sideways (trend: 0.10, vol: 0.19) - challenging conditions for this signal type.","SBUX  @ $94.90 sinal COMPRA: 73.0% vs limiar 61.0% (margem: +12.0pts). Convicção: 3.3/10 (Fraco) - Consenso modelos: 61%, incerteza: 1.46σ, ensemble estável. Principais contribuintes: TD3 (26.2%), LSTM 10 (25.2%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 1.46. Retorno esperado ajustado: +2.1% em 10 dias (penalidade regime: 70%, vol: 92%). Meia-vida sinal: 3.3 dias, holding ótimo: 5 dias, probabilidade persistência: 52%. Regime mercado: lateral (tendência: 0.10, vol: 0.19) - condições desafiadoras para este tipo de sinal."
SIMH3,"SIMH3 @ $8.27 BUY signal: 90.0% vs 71.0% threshold (margin: +19.0pts). Conviction: 4.8/10 (Moderate) - Model agreement: 100%, uncertainty: 0.92σ, stable ensemble. Top contributors: LSTM (28.4%), LSTM 10 (27.0%). Kelly-optimal position: 0.5% (vs 3% standard), risk-adjusted for 0.92 uncertainty. Regime-adjusted expected return: +2.3% over 10 days (regime penalty: 120%, vol penalty: 60%). Signal half-life: 3.9 days, optimal holding: 6 days, persistence probability: 95%. Market regime: trending (trend: 0.25, vol: 0.69) - favorable conditions for this signal type.","SIMH3 @ $8.27 sinal COMPRA: 90.0% vs limiar 71.0% (margem: +19.0pts). Convicção: 4.8/10 (Moderado) - Consenso modelos: 100%, incerteza: 0.92σ, ensemble estável. Principais contribuintes: LSTM (28.4%), LSTM 10 (27.0%). Posição Kelly-ótima: 0.5% (vs 3% padrão), ajustada para incerteza 0.92. Retorno esperado ajustado: +2.3% em 10 dias (penalidade regime: 120%, vol: 60%). Meia-vida sinal: 3.9 dias, holding ótimo: 6 dias, probabilidade persistência: 95%. Regime mercado: tendencial (tendência: 0.25, vol: 0.69) - condições favoráveis para este tipo de sinal."
